Fecha de Inicio,Fecha de Fin,Año,Clasificación del fenómeno,Tipo de fenómeno,Estado,Municipios Afectados,Descripcion general de los daños,Defunciones,Población afectada ,Viviendas dañadas,Escuelas,Hospitales ,Area de cultivo dañada / pastizales (h),Total de daños (millones de pesos),Fuente
30-9-03,30-9-03,2003,QUIM,EXPL,Jalisco,Guadalajara ,"Se reportouna explosion en un contenedor de la emp´resa embotelladora AGA en el municipio de Guadalajara, se reporta una persona lesionada.",0,1,0,0,0, -   ,$0.00,CENACOM
2-10-03,2-10-03,2003,QUIM,EXPL,Ciudad de México,SD,"Se registro un incendio en una bodega de la Secretaria de Marina, se reportan 8 personas intoxicadas",0,8,0,0,0, -   ,$0.00,CENACOM
4-10-03,4-10-03,2003,HIDRO,LLUV,Tabasco,"Cardenas, Jalapa, Paraiso y Tacotalpa","Debido a las fuerte lluvias hay 9 localidades afectadas en 4 municipios (Cardenas, Jalapa, Paraiso y Tacotalpa), se reportan 241 familias afectadas (1,170 personas) se instalaron 3 refugios y hay 47 personas ocupandolos.",0,"1,170",241,0,0, -   ,$0.69,CENACOM
4-10-03,4-10-03,2003,HIDRO,LLUV,Campeche,Nuevo Campechito,Debido a las fuertes lluvias se evacuo a 78 personas del municipio de Nuevo Campechito a dos refugios temporales como medida preventiva.,0,78,SD,0,0, -   ,$0.00,CENACOM
6-10-03,6-10-03,2003,HIDRO,TT,Chiapas,"Tuxtla Gutierrez, Ocozocuautla y Berriozabal","Los remanentes de la depresion tropical ""Larry"" afectaron a 49 municipios del estado de Chiapas, se reportan varias localidades afectadas asicomo 10,577 viviendas dañadas en diversos grados, el numero de viviendas totalmente destruidas fue de 217. Cinco comunidades quedaron incomunicadas,  87 albergues fueron habiltados. Los municipios mas afectados fueron Tuxtla Gutierrez, Ocozocuautla y Berriozabal.",0,"52,885","10,577",30,0, SD ,$298.30,CENACOM
7-10-03,7-10-03,2003,HIDRO,LLUV,Oaxaca,Varios Municipios,"Debido a las fuertes lluvias registradas en varios muncipios 66 viviendas sufrieron daños, asimismo se reporta la muerte de tres menores de edad que fueron arrastrados por la corriente de un arroyo crecido.",3,333,66,0,0, -   ,$0.19,CENACOM
7-10-03,7-10-03,2003,HIDRO,LLUV,Jalisco,SD,"Debido a las lluvias provocadas por la tormenta tropical ""Olaf"" se reportan varias viviendas dañadas, asicomo una persona fallecida, como medida preventiva se evacuo a 138 personas.",1,138,SD,0,0, -   ,$0.00,CENACOM
8-10-03,8-10-03,2003,HIDRO,LLUV,Sonora,Nogales,"Debido a las fuertes lluvias en el municipio de Nogales 15 viviendas sufrieron daños asicomo tres vehiculos que fueron arrastrados por un arroyo, se abrieron 2 refugios temporales en los que se encuentran albergadas 58 personas.",0,78,15,0,0, -   ,$0.15,CENACOM
8-10-03,8-10-03,2003,QUIM,EXPL,Hidalgo,SD,"Se reportouna explosion en una fabrica que maneja productos quimicos, se reportan 3 personas lesionadas.",0,3,0,0,0, -   ,$0.00,CENACOM
8-10-03,8-10-03,2003,QUIM,EXPL,Puebla,Puebla,"Se registro una explosion en el centro del municipio de Puebla, un menor resulto lesionado.",0,1,0,0,0, -   ,$0.00,CENACOM
9-10-03,9-10-03,2003,HIDRO,LLUV,Oaxaca,"Salina Cruz, Tehuantepec, San Francisco Ozoltepec, Miahuatlan y San Dionisio del Mar","Los remanentes de la Tormenta tropical ""Larry"" ocasionaron daños en los municipios de Salina Cruz, Tehuantepec, San Francisco Ozoltepec, Miahuatlan y San Dionisio del Mar,  Una persona fallecio.",1,SD,SD,0,0, -   ,$0.00,CENACOM
9-10-03,9-10-03,2003,SOCIO,ATRANS,Guanajuato,SD,"Se registro la volcadura de un autobus de pasajeros en el Km 19 de la carretera Celaya- Queretaro, se reportan 20 personas heridas y una fallecida.",1,21,0,0,0, -   ,$0.60,CENACOM
10-10-03,10-10-03,2003,QUIM,EXPL,Tamaulipas,Tampico,"Se registro la explosion de un barco camaronero en el puerto de Tampico, se reporta una persona fallecida",1,1,0,0,0, -   ,$0.00,CENACOM
11-10-03,11-10-03,2003,SOCIO,ATRANS,Sinaloa,Choix,"Se registro el deplome de una avioneta en el municipio de Choix, los 2 tripulantes perdieron la vida.",2,2,0,0,0, -   ,$1.00,CENACOM
12-10-03,12-10-03,2003,HIDRO,LLUV,Tamaulipas,"Abasolo, Hidalgo, Mante, San Fernando y Nuevo Laredo","Debido a las fuertes lluvias registradas, en los municipios de Abasolo, Hidalgo, Mante, San Fernando y Nuevo Laredo 200 viviendas fueron afectadas, 40 familias fueron evacuadas como medida preventiva.",0,"1,000",200,0,0, -   ,$0.58,CENACOM
12-10-03,12-10-03,2003,HIDRO,LLUV,Nuevo León,Paras,"Debido a las fuertes lluvias, diversos municipios resultaron afectados con encharcamientos y apagones, una persona se encuentra desaparecida ya que fue arrastrada por la corriente del arroyo denominado ""alamo"" en el municipio de Paras. Se reporta una persona fallecida y otra desaparecida.",1,1,0,0,0, -   ,$0.00,CENACOM
13-10-03,13-10-03,2003,QUIM,IU,Jalisco,Zapotitlan,"Se registro un incendio en las camaras de refrigeracion de un restaurante en el municipio de Zapotitlan, se reportan 12 personas lesionadas, se registraron daños en el inmueble y en 13 vehiculos.",0,12,0,0,0, -   ,$0.47,CENACOM
14-10-03,14-10-03,2003,HIDRO,INUND,Hidalgo,"Pisaflores, Zimapan y Chapulhuacan","A consecuencia de la apertura de puertas de la presa Zimapan, se incremento el caudal del rio Moctezuma afectando areas de cultivo  del municipio de Pisaflores. Ademas los municipios de Zimapan y Chapulhuacan tambien fueron afectados, se reportan 316 personas refugiadas.",0,316,SD,0,0, -   ,$0.00,CENACOM
14-10-03,14-10-03,2003,QUIM,IU,Baja California,Tijuana,Se registro un incendio de 8 viviendas en la colonia Las Torres en el municipio de Tijuana. Se evacuo a 52 personas.,0,52,8,0,0, -   ,$0.07,CENACOM
15-10-03,15-10-03,2003,HIDRO,INUND,San Luis Potosí,Tamazunchale,"Como medida preventiva, se evacuo a 21 familas debido al crecimiento de un rio a la altura del municipio de Tamazunchale.",0,105,0,0,0, -   ,$0.00,CENACOM
15-10-03,15-10-03,2003,HIDRO,INUND,Guerrero,San Luis Acatlan,Se reportola muerte de una persona al ser arrastrado por la corriente del rio Nejapa en el municipio de San Luis Acatlan.,1,1,0,0,0, -   ,$0.00,CENACOM
15-10-03,15-10-03,2003,HIDRO,INUND,Tamaulipas,Ciudad Victoria,Se reportola desaparicion de una persona la cual fue arrastrada por el rio San Carlos en el municipio de Ciudad Victoria.,1,1,0,0,0, -   ,$0.00,CENACOM
20-10-03,20-10-03,2003,QUIM,FUG,Baja California,Ensenada,"Se registro una fuga de amoniaco en una empresa pesquera ubicada en el municipio de Ensenada. Se reportaron 65 personas intoxicadas, asimismo, como medida preventiva se evacuo a 800 trabajadores de la misma empresa.",0,65,0,0,0, -   ,$0.00,CENACOM
21-10-03,21-10-03,2003,SOCIO,ATRANS,Durango,Tamazula,"Se registro un accidente aereo cuando una avioneta tipo CESNA se desplomo en el municipio de Tamazula, se reportan 4 personas fallecidas y 2 lesionadas.",4,6,0,0,0, -   ,$1.00,CENACOM
22-10-03,22-10-03,2003,QUIM,IU,Ciudad de México,SD,"Se registro un incedio en la Torre Acuario, al estar soldando una lona. Se reportan 4 personas lesionadas y tres fallecimientos.",3,7,0,0,0, -   ,$0.00,CENACOM
22-10-03,22-10-03,2003,QUIM,EXPL,Michoacán,SD,"Se registro una explosion en una fabrica de alimentos, la explosion fue ocsionada por un tanque de gas de 500K, se reportan 4 personas lesionadas y 3 mas con crisis nerviosa.",0,7,0,0,0, -   ,$0.00,CENACOM
22-10-03,22-10-03,2003,QUIM,IU,Ciudad de México,SD,"Se registro un incendio en una fabrica de cacahuates, se reportan 3 personas con quemaduras de primer grado.",0,3,0,0,0, -   ,$0.00,CENACOM
26-10-03,26-10-03,2003,QUIM,IF,Baja California,Tijuana y Ensenada,"Se reportoincendio forestal en los municipios de Tijuana y Ensenada, se reportan 11 personas intoxicadas y 14 viviendas calcinadas, se habilito un albergue en la comunidad de ""El Sauzal"".",2,153,28,0,0," 1,200.00 ",$9.50,CENACOM
26-10-03,28-10-03,2003,HIDRO,BT,Chihuahua,Ciudad Juarez y Cuahutemoc,"Se registraron dos fallecimientos en el municipio de Ciudad Juarez por inhalacion de Monoxido de Carbono, asimismo, en el municipio de Cuauhtemoc otras dos personas fallecieron por la misma causa.",4,4,0,0,0, -   ,$0.00,CENACOM
28-10-03,28-10-03,2003,QUIM,DERME,Nuevo León,SD,"Se derramaron 14 mil litros de acido Clorhidrico dentro de una empresa, no se reportan daños mayores.",0,0,0,0,0, -   ,$0.18,CENACOM
29-10-03,29-10-03,2003,SOCIO,ATRANS,Ciudad de México,Miguel Hidalgo,"Se registro un accidente aereo en la delegacion Miguel Hidalgo, uno de los tripulantes de la aeronave murio, y las seis personas heridas fueron transladadas al hospital ABC. En el accidente 4 vehiculos sufrieron daños.",1,6,0,0,0, -   ,$0.14,CENACOM
30-10-03,30-10-03,2003,QUIM,IU,Chihuahua,Ciudad Juarez ,"Se registro un incendio en una vivienda de matrial endeble en el municipio de Ciudad Juarez, como medida preventiva se evacuo a 29 familias, se reporta una persona lesionada, asicomo 4 personas fallecidas.",4,150,1,0,0, -   ,$0.03,CENACOM
30-10-03,30-10-03,2003,QUIM,EXPL,Nuevo León,San Nicolas de los Garza,Se registro una explosion en el interior de un restaurante en el municipio de San Nicolas de los Garza resultando lesionadas 4 personas.,0,4,0,0,0, -   ,$0.00,CENACOM
30-10-03,30-10-03,2003,QUIM,FUG,Sonora,SD,"Se registro la volcadura de un pipa que transportaba Gas butano resultando una persona lesionada, se presentouna fuga del gas la cual fue controlada por personal de la empresa.",0,1,0,0,0, -   ,$0.00,CENACOM
31-10-03,31-10-03,2003,HIDRO,TS,Ciudad de México,Alvaro Obregon,Debido a la granizada que se presento en la delegacion Alvaro Obregon 100 viviendas sufrieron afectaciones.,0,500,100,0,0, -   ,$0.29,CENACOM
31-10-03,31-10-03,2003,HIDRO,LLUV,San Luis Potosí,Ebano,"Con relacion a las fuertes lluvias presentadas en el municipio de Ebano se albergo a 200 familias, se reporta una vivienda derrumbada.",0,200,1,0,0, -   ,$0.03,CENACOM
31-10-03,31-10-03,2003,SOCIO,ATRANS,Veracruz,SD,"Se registro el descarrilamiento de 18 carros tanque, de los cuales 88 se volcaron y uno de ellos cayo sobre 4 viviendas ocasionando la muerte de una persona e hiriendo a otras seis, como medida preventiva fueron evacuadas 30 viviendas.",1,27,4,0,0, -   ,$0.11,CENACOM
1-11-03,1-11-03,2003,HIDRO,LLUV,Oaxaca,Tuxtepec,"Debido a las lluvias registradas en el municipio de Tuxtepec, 36 familias sufrieron afectaciones en sus viviendas, po lo que se les apoyo con 55 colchonetas y 55 cobertores.",0,180,36,0,0, -   ,$0.10,CENACOM
1-11-03,1-11-03,2003,HIDRO,LLUV,Veracruz,Cerro Azul y Naranjos,"Debido a las fuertes precipitaciones registradas en los municipios de Cerro Azul y Naranjos, se reportan 15 viviendas afectadas, por lo que se instalaron refugios temporales y se proporcionaron alimentos y cobertores a las personas afectadas.",0,75,15,0,0, -   ,$0.04,CENACOM
1-11-03,1-11-03,2003,HIDRO,LLUV,Tamaulipas,Altamira y Madero,Debido a las fuertes lluvias presentadas en los muncipios de Altamira y Madero se instalaron 2 refugios los cuales estan siendo ocupados por 92 personas.,0,92,0,0,0, -   ,$0.00,CENACOM
4-11-03,4-11-03,2003,QUIM,EXPL,Ciudad de México,Xochimilco,"Se registro una explosion originada por una fuga de gas en la delegacion Xochimilco, como medida preventiva se evacuaron 200 personas, como resultado de la explosion 2 personas resultaron lesionadas.",0,202,0,0,0, -   ,$0.00,CENACOM
4-11-03,4-11-03,2003,QUIM,EXPL,Hidalgo,Huejutla de Reyes,"Se registro una explosion de artificios pirotecnicos en el municipio de Huejutla de Reyes, se reportan 14 personas lesionadas.",0,14,0,0,0, -   ,$0.00,CENACOM
5-11-03,5-11-03,2003,QUIM,FUG,Sinaloa,Guasave,Se reportouna fuga de amoniaco en una empresa en el municipio de Guasave causando afectaciones en 20 personas.,0,20,0,0,0, -   ,$0.00,CENACOM
6-11-03,6-11-03,2003,SOCIO,ATRANS,Querétaro,Pedro Escobedo,Se registro la volcadura de una pipa que transportaba gas en el municipio de Pedro Escobedo una persona perdio la vida.,1,1,0,0,0, -   ,$0.00,CENACOM
6-11-03,6-11-03,2003,QUIM,EXPL,Ciudad de México,Alvaro Obregon,se registro una explosion en la delegacion alvaro Obregon en un departamento lesionando a dos personas.,0,2,1,0,0, -   ,$0.00,CENACOM
6-11-03,6-11-03,2003,SOCIO,ATRANS,Guanajuato,SD,Se registro un accidente carretero en la carretera Salvatierra-Celaya se reportan 4 personas lesionadas.,0,4,0,0,0, -   ,$0.00,CENACOM
7-11-03,7-11-03,2003,SOCIO,ATRANS,Oaxaca,SD,"Se registro la volcadura de un trailer que trasportaba gasolina, en el accidente se incedio el trailer y sus dos tripulantes murieron calcinados.",2,2,0,0,0, -   ,$0.00,CENACOM
7-11-03,7-11-03,2003,SOCIO,ATRANS,Jalisco,Tlaquepaque,"Se registro un accidente carretero en el municipio de Tlaquepaque, se reporta un lesionado.",0,1,0,0,0, -   ,$0.00,CENACOM
7-11-03,7-11-03,2003,SOCIO,ATRANS,Querétaro,Queretaro,"Se reportoel desplome de una avioneta en el municipio de Queretaro en la zona industrial, se reportan 4 personas lesionadas.",0,4,0,0,0, -   ,$0.00,CENACOM
9-11-03,9-11-03,2003,SOCIO,ATRANS,Guanajuato,Juventino Rosas,"Se registraron dos accidentes carreteros en los municipios de Juventino Rosas e Irapuato, dejando como saldo a 1 persona muerta y 22 personas lesionadas.",1,23,0,0,0, -   ,$0.00,CENACOM
9-11-03,9-11-03,2003,HIDRO,LLUV,Chiapas,Salto de Agua,"Debido a las fuertes lluvias presentadas en el municipio de Salto del Agua fueron activados tres refugios, se reportan 29 viviendas con daños de diferente tipo asicomo 29 familias afectadas.",0,145,29,2,0, -   ,$0.08,CENACOM
13-11-03,13-11-03,2003,SOCIO,ATRANS,México,Ocoyoacac,"Se registro la volcadura de un tractocamion con un contenedor dque transportaba 41 mil litros de solvente Xileno, en el municipio de Ocoyoacac, el conductor perdio la vida en el percance y se recupero unicamente el 20 % del producto.",1,1,0,0,0, -   ,$0.40,CENACOM
14-11-03,15-11-03,2003,HIDRO,LLUV,Chihuahua,"Casas Grandes, Buenaventura, Jimenez, Julimes, Meoqui, Ojinaga, Satevo y Matachi","Debido a una baja presion se registraron fuertes lluvias en los municipios de Casas Grandes, Buenaventura, Jimenez, Julimes, Meoqui, Ojinaga, Satevo y Matachi. Se reportan 1,570 viviendas con afectaciones.",0,"7,850","1,570",0,0, -   ,$9.42,CENACOM
15-11-03,15-11-03,2003,QUIM,EXPL,Veracruz,Coatzacoalcos,"Se registraron tres explosiones en el area de quemadores del complejo petroquimico pajaritos en el municipio de Coatzacoalcos, resultaron 8 trabajadores lesionados y uno mas con crisis nerviosa.",0,9,0,0,0, -   ,$0.00,CENACOM
17-11-03,17-11-03,2003,SOCIO,ATRANS,Veracruz,SD,"Se reportola volcadura de un camion cisterna, en el accidente solo resulto lesionado el conductor.",0,1,0,0,0, -   ,$0.00,CENACOM
17-11-03,17-11-03,2003,QUIM,IU,Ciudad de México,Iztapalapa,Se registro un incendio en una bodega de plasticos ubicada en la delagacion Iztapalapa en el cual 4 bomberos resultaron heridos.,0,4,0,0,0, -   ,$0.00,CENACOM
18-11-03,18-11-03,2003,SOCIO,ATRANS,Guanajuato,SD,Se registro una accidente vehicular en el municipio de Irapuato entre un remolque  tractocamion y un vehiculo compacto resultando dos personas fallecidas y una mas lesionada.,2,3,0,0,0, -   ,$0.00,CENACOM
20-11-03,20-11-03,2003,QUIM,FUG,México,SD,"Se registro la volcadura de una pipa que transportaba 45 mil litros de monomero de etileno, la pipa presentofuga por lo que se evacuo a 17 familias.",0,85,0,0,0, -   ,$0.00,CENACOM
20-11-03,20-11-03,2003,QUIM,IU,México,SD,"Se registro un incendio en una empresa de autopartes, se reporta un bombero lesionado, como medida preventiva se acordono la zona en un area de 250 metros a la redonda.",0,1,0,0,0, -   ,$0.00,CENACOM
21-11-03,21-11-03,2003,SOCIO,ATRANS,Guerrero,Acapulco,"Se registro el desplome de una avioneta tipo CESSNA en el municipio de Acapulco, se reporta una persona fallecida y tres lesionadas.",1,4,0,0,0, -   ,$1.00,CENACOM
24-11-03,24-11-03,2003,QUIM,IU,Ciudad de México,Naucalpan,Se registro un incendio en el municipio de Naucalpan resultando quemadas 35 viviendas y se evacuo a 186 personas.,0,186,35,0,0, -   ,$0.31,CENACOM
25-11-03,25-11-03,2003,QUIM,EXPL,Sonora,Nogales,"Se registro una explosion en el municipio de Nogales, al parecer originada por una fuga que presento un carro tanque con aproximadamente 500 litros de gas L.P. Se reportan 14 viviendas y 16 vehiculos afectados.",0,70,14,0,0, -   ,$0.62,CENACOM
25-11-03,25-11-03,2003,QUIM,FUG,México,Cuahutitlan,"Se registro una fuga de gas natural en el municipio de Cuatitlan, como medida preventiva se evacuaron a 2000 personas en un radio de 1 km.",0,"2,000",0,0,0, -   ,$0.00,CENACOM
25-11-03,25-11-03,2003,HIDRO,SEQ,Sonora,SD,Debido a la sequia se dejaron de cultivar 180 mil hectareas de trigo que representan mas de un millon de toneladas.,0,SD,0,0,0," 180,000.00 ",$0.00,CENACOM
26-11-03,26-11-03,2003,SOCIO,ATRANS,Colima,SD,Se registro un accidente carretero en la carretera Colima- Manzanillo resultando 3 personas lesionadas.,0,3,0,0,0, -   ,$0.00,CENACOM
27-11-03,27-11-03,2003,HIDRO,FV,Veracruz,Varios Municipios,"Se registraron fuertes vientos en varios muncipios del estado de Veracruz, se reportaron 4 personas lesionadas debido a la caida de una barda.",0,4,0,0,0, -   ,$0.00,CENACOM
27-11-03,27-11-03,2003,HIDRO,BT,Coahuila,Piedras Negras,"Se reportola activacion de 2 albergues en el municipio de Piedras Negras debido  la temporada invernal, hasta el momento se reportan 44 personas albergadas.",0,44,0,0,0, -   ,$0.00,CENACOM
29-11-03,29-11-03,2003,HIDRO,LLUV,Chiapas,SD,"Debido a las fuertes lluvias 6 municipios del estado sufrieron afectaciones, se presentaron afectaciones vivienda, caminos y en el sector electrico. Se reportan 22 familias albergadas asicomo 19 viviendas afectadas.",0,110,19,0,0, -   ,$0.05,CENACOM
29-11-03,29-11-03,2003,QUIM,EXPL,Jalisco,Tuxpan,"Se registro una explosion de fuegos pirotecnicos en el municipio de Tuxpan en la cual fallecieron 5 personas y otras 8 resultaron heridas, asimismo se reportola caida de 4 inmuebles.",5,13,4,0,0, -   ,$0.11,CENACOM
2-12-03,2-12-03,2003,QUIM,EXPL,México,Texcoco,"Se registro la explosion de un polvorin en el municipio de Texcoco, se reportouna persona lesionada.",0,1,0,0,0, -   ,$0.00,CENACOM
5-12-03,5-12-03,2003,SOCIO,ATRANS,Zacatecas,Concepcion del Oro,"Se registro la volcadura de un camion de pasajeros el cual cayo a un barranco de mas de 70 metros en el muncipio de Concepcion del Oro, se reportan 18 personas lesionadas y 15 personas fallecidas.",15,33,0,0,0, -   ,$0.60,CENACOM
5-12-03,5-12-03,2003,QUIM,EXPL,Tabasco,Centro,"Se registro una explosion de una tanque de gas LP de 15 kg en el municipio Centro, se reportan 3 estudiantes lesionados.",0,3,0,0,0, -   ,$0.00,CENACOM
8-12-03,8-12-03,2003,QUIM,FUG,Sonora,Agua Prieta,"Se reporto una fuga de gas natural en una industria en el muncipio de Agua Prieta, se evacuo a 350 personas, resultando 3 de estas intoxicadas.",0,350,0,0,0, -   ,$0.00,CENACOM
10-12-03,10-12-03,2003,SOCIO,ATRANS,México,SD,"Se registro la volcadura de un autobus escolar que se trasladaba a una excursion a las faldas del Popocatepetl, se reportola muerte del conductor del autobus asicomo 25 menores lesionados",1,26,0,0,0, -   ,$0.60,CENACOM
11-12-03,11-12-03,2003,SOCIO,ATRANS,Puebla,SD,"Se registro un choque por alcance entre dos camiones torton en el km. 69.5 de la autopista Mexico - Puebla, resultando 30 personas lesionadas y 3 muertos.",3,33,0,0,0, -   ,$0.00,CENACOM
18-12-03,18-12-03,2003,QUIM,EXPL,Hidalgo,Tula de Allende,"Se registro una explosion en la refineria Miguel Hidalgo ubicada en el municipio de Tula de Allende, debido a la explosion se reporta la muerte de una persona y 4 personas lesionadas.",1,5,0,0,0, -   ,$0.00,CENACOM
19-12-03,19-12-03,2003,SOCIO,ATRANS,Coahuila,Monclova,"Se reportola volcadura de un tractocamion el cual transportaba 46,280 Kg de Nitrato de Amonio, derramandose aproximadamente el 50% del producto. Se reporta una persona lesionada. Todo esto en el municipio de Monclova.",0,1,0,0,0, -   ,$0.00,CENACOM
19-12-03,19-12-03,2003,QUIM,EXPL,Guanajuato,Huanimaro,"Se registro la explosion de un taller de artificios pirotecnicos en el municipio de Huanimaro, se reporta una perona lesionada.",0,1,0,0,0, -   ,$0.00,CENACOM
22-12-03,22-12-03,2003,SOCIO,ATRANS,Hidalgo,Temascalapa,"Se reportoel choque entre un autobus y una locomotora sobre la carretera Tizayuca - Temascalapa, se reportan dos personas fallecidas.",2,2,0,0,0, -   ,$0.00,CENACOM
23-12-03,23-12-03,2003,SOCIO,ATRANS,Campeche,SD,"Se desprendio una pipa de gas butano de su trailer, lo que provoco una explosion que alcanzo a otro trailer que transportaba cerveza y un autobus ADO con 40 pasajeros abordo, se reporta la muerte de 12 personas y 28 personas heridas",12,40,0,0,0, -   ,$0.60,CENACOM
23-12-03,23-12-03,2003,QUIM,EXPL,Ciudad de México,SD,"Se registro la explosion de una camioneta de 3 y media toneladas que transportaba juegos pirotecnicos, se reportan 3 personas lesionadas y un menor fallecido.",1,4,0,0,0, -   ,$0.00,CENACOM
29-12-03,29-12-03,2003,QUIM,EXPL,Michoacán,SD,"Se registro la explosion de un tanque de gas estacionario de 300 litros, se reportan dos personas lesionadas.",0,2,0,0,0, -   ,$0.00,CENACOM
31-12-03,31-12-03,2003,SOCIO,ATRANS,Guerrero,Buenavista,"Se registro la volcadura de un autobus en la carretera Morelos - Iguala en el municipio de Buenavista, se reportaron una persona muerta y 22 lesionadas.",1,23,0,0,0, -   ,$0.60,CENACOM
31-12-03,31-12-03,2003,SOCIO,ATRANS,San Luis Potosí,SD,"Se registro la volcadura de una pipa que transportaba 41,630 kg de gas L.P. No se presentofuga del producto ni daños humanos.",0,0,0,0,0, -   ,$0.00,CENACOM
21-1-03,21-1-03,2003,GEO,SIS,Colima,"Tecoman, Armeria, Coquimatlan y Villa de Alvarez","Se registro un sismo de 7.6 grados en la escala de Richter a las 20:06 Hrs., este afectoa los municipios de Tecoman, Armeria, Coquimatlan y Villa de Alvarez principalmente.  ",23,"450,000","25,353",387,144, -   ,"$1,078.90",CENAPRED
21-1-03,21-1-03,2003,GEO,SIS,Jalisco,"Cuahutitlan de Garcia Barragan, Zapotitlan de Vadillo, Autlan de Navarro, Tuxpan, Pihuamo, Toliman y Villa Purificacion","Con motivo de sismo con epicentro en las costas de Colima, en Jalisco se registraron 2 personas fallecidas y 31 lesionadas ademas de varias viviendas dañadas.",2,"37,000","5,271",79,36, -   ,$193.60,CENAPRED
21-1-03,21-1-03,2003,GEO,SIS,Michoacán,"Aquila, Chinicuila, Coahuayana y Coalcolman","A consecuencia del sismo con epicentro en las costas de Colima, se registraron personas lesionadas en este estado, asicomo varias viviendas dañadas.",1,"40,000",855,25,SD, -   ,$17.30,CENAPRED
1-1-04,29-4-04,2004,QUIM,IF,Quintana Roo,Varios municipios,Se presentaron incendios forestales en los 7 municipios del estado afectando un total de 311 hectareas.,0,0,0,0,0, 311.00 ,$0.31,CENACOM
1-1-04,31-12-04,2004,HIDRO,BT,Chihuahua,Varios municipios,"Hasta el dia 15 de diciembre se contabilizaban 23 muertes asociadas a las bajas temperaturas, ya sea por intoxicacion, hipotermia o quemaduras. ",23,23,0,0,0, -   ,$0.00,CENACOM
1-1-04,1-1-04,2004,QUIM,IF,Tlaxcala,Tlaxcala,"Se registro un incendio en la parte alta del volcan la malinche, se reportaron 2.5 hectareas de pastizales dañadas.",0,0,0,0,0, 2.5 ,$0.00,CENACOM
2-1-04,2-1-04,2004,QUIM,EXPL,Chiapas,Ocozocuautla,"Se registro una explosion en una vivienda ubicada en el municipio de Ocozocoautla, el accidente fue ocasionado cuando varios niños estaban jugando con luces de begangal e hicieron explotar seis cuetones que estaban dentro de la casa, resultaron lesionados 6 menores.",0,6,1,0,0, -   ,$0.04,CENACOM
3-1-04,3-1-04,2004,SOCIO,ATRANS,Sonora,Ures,"Se registro la volcadura de una pipa en el municipio de Ures en la carretera Hermosillo - Moctezuma, se presentoderrame del 90% del producto que eran 32 mil litros de diesel. El chofer resulto lesionado.",0,1,0,0,0, -   ,$0.42,CENACOM
5-1-04,5-1-04,2004,SOCIO,ATRANS,Ciudad de México,Alvaro Obregon,"Se registro la volcadura de una pipa de PEMEX en la delegacion Alvaro Obregon, no se reporto derrame del poducto, se reportolesionado el chofer de la pipa.",0,1,0,0,0, -   ,$0.27,CENACOM
6-1-04,6-1-04,2004,QUIM,FUG,Jalisco,Guadalajara,"Se registro un fuerte olor a amoniaco que emanaba del drenaje en la colonia el retiro del municipio de Guadalajara, 45 alumnos de una escuela presentaron sintomas de intoxicacion, se evacuo a 90 alumnos asicomo varias viviendas cercanas.",0,90,0,0,0, -   ,$0.00,CENACOM
7-1-04,7-1-04,2004,SOCIO,ATRANS,Tamaulipas,Hidalgo,"Se registro un choque entre una pipa de doble remolque que transportaba residuos de Tolueno con capacidad de 65 mil litros y un trailer de doble remolque, debido al impacto ambos transportes se incendiaron, se reportaron 4 personas fallecidas. Esto sucedio en el municipio de Hidalgo.",4,4,0,0,0, -   ,$0.76,CENACOM
10-1-04,10-1-04,2004,HIDRO,LLUV,Chiapas,Pichucalco,"Se registro una fuerte lluvia en el municipio de Pichucalco afectando a 195 viviendas en sus enseres domesticos, ademas debido a la fuerte lluvia se presentoun deslave el cual se llevo a una vivienda construida con material endeble en la cual murieron 2 menores de edad. Se instalo un albergue en el cual estan refugiadas 11 personas.",2,975,195,0,0, -   ,$1.20,CENACOM
10-1-04,10-1-04,2004,HIDRO,LLUV,Jalisco,Cihuatlan,"Se reportouna fuerte lluvia con granizo en el municipio de Cihuatlan por lo que fue necesaria la evacuacion de 32 personas. La unidad estatal ed Proteccion Civil ha entregado catres, cobijas y laminas galvanizadas a las familias afectadas.",0,32,0,0,0, -   ,$0.00,CENACOM
12-1-04,12-1-04,2004,SOCIO,ATRANS,Coahuila,Arteaga,"Se registro la volcadura de un autobus de pasajeros pertenecientes  la facultad de ingenieria de la UNAM en el municipio de Arteaga, en dicho accidente 8 personas resultaron lesionadas y 4 mas perdieron la vida.",4,22,0,0,0, -   ,$0.60,CENACOM
12-1-04,12-1-04,2004,SOCIO,ATRANS,Michoacán,Arteaga,"Se registro la volcadura de una pipa a un barranco en el municipio de Arteaga, dicha pipa transportaba dos contenedores con capacidad de 29 mil litros de diesel ambos contenedores presentaron fuga, se reportouna persona lesionada.",0,1,0,0,0, -   ,$0.42,CENACOM
13-1-04,13-1-04,2004,QUIM,IU,México,Tepotzotlan,"Se registro un incendio en una fabrica de textiles en la zona industrial del municipio de Tepotzotlan, se reportan 10 personas intoxicadas por inhalacion del humo. ",0,10,0,0,0, -   ,$0.00,CENACOM
15-1-04,15-1-04,2004,SOCIO,ATRANS,Ciudad de México,Cuauhtemoc,"Se registro la volcadura de una pipa con capacidad de 12,500 litros de gas en la delegacion Cuauhtemoc, se presentofuga de gas, se reportaron 5 personas lesionadas y una persona fallecida, se evacuo a 60 personas como medida preventiva al efectuar el trasvase del producto.",1,66,0,0,0, -   ,$0.27,CENACOM
